freq,psd_x,psd_y,psd_z,psd_xyz
84.3,4.359e+04,7.870e+05,4.406e+05,1.271e+06
85.6,3.444e+04,5.874e+05,3.150e+05,9.369e+05
86.8,3.629e+04,6.825e+05,3.327e+05,1.051e+06
88.1,3.772e+04,5.212e+05,2.757e+05,8.346e+05
89.4,3.573e+04,5.342e+05,2.510e+05,8.209e+05
90.7,2.932e+04,4.737e+05,2.118e+05,7.148e+05
91.9,3.177e+04,3.962e+05,1.936e+05,6.215e+05
93.2,3.412e+04,3.717e+05,1.785e+05,5.844e+05
94.5,3.569e+04,3.041e+05,1.497e+05,4.895e+05
95.8,4.444e+04,2.677e+05,1.129e+05,4.250e+05
97.1,4.605e+04,2.615e+05,1.149e+05,4.224e+05
98.3,5.156e+04,1.909e+05,1.161e+05,3.585e+05
99.6,4.718e+04,1.315e+05,9.644e+04,2.751e+05
100.9,8.217e+04,1.116e+05,8.879e+04,2.826e+05
102.2,7.216e+04,8.691e+04,1.047e+05,2.638e+05
103.4,5.927e+04,7.344e+04,1.015e+05,2.342e+05
104.7,5.930e+04,6.529e+04,9.026e+04,2.149e+05
106.0,5.977e+04,7.793e+04,1.016e+05,2.393e+05
107.3,5.099e+04,7.986e+04,9.448e+04,2.253e+05
108.5,7.205e+04,8.989e+04,1.039e+05,2.659e+05
109.8,6.935e+04,9.966e+04,1.015e+05,2.705e+05
111.1,6.322e+04,1.077e+05,1.051e+05,2.760e+05
112.4,6.363e+04,9.615e+04,1.011e+05,2.609e+05
113.7,7.406e+04,1.099e+05,1.074e+05,2.913e+05
114.9,7.957e+04,1.149e+05,1.183e+05,3.128e+05
116.2,8.997e+04,1.106e+05,1.198e+05,3.204e+05
117.5,6.810e+04,1.336e+05,1.244e+05,3.262e+05
118.8,8.922e+04,1.430e+05,1.155e+05,3.478e+05
120.0,8.497e+04,1.367e+05,1.097e+05,3.315e+05
121.3,8.204e+04,1.694e+05,1.044e+05,3.559e+05
122.6,1.023e+05,1.252e+05,8.163e+04,3.091e+05
123.9,9.494e+04,1.287e+05,8.220e+04,3.059e+05
125.1,6.586e+04,1.559e+05,9.903e+04,3.207e+05
126.4,7.500e+04,1.306e+05,8.175e+04,2.873e+05
127.7,7.365e+04,1.011e+05,7.141e+04,2.462e+05
129.0,7.344e+04,1.319e+05,7.918e+04,2.846e+05
130.3,7.172e+04,1.093e+05,7.793e+04,2.589e+05
131.5,5.969e+04,9.872e+04,6.896e+04,2.274e+05
132.8,6.034e+04,9.098e+04,5.878e+04,2.101e+05
134.1,4.867e+04,8.955e+04,4.798e+04,1.862e+05
135.4,4.557e+04,6.317e+04,4.396e+04,1.527e+05
136.6,5.163e+04,6.344e+04,4.038e+04,1.554e+05
137.9,6.306e+04,5.974e+04,3.831e+04,1.611e+05
139.2,8.309e+04,6.134e+04,3.991e+04,1.843e+05
140.5,7.184e+04,6.327e+04,4.161e+04,1.767e+05
141.8,6.924e+04,5.074e+04,3.751e+04,1.575e+05
143.0,9.562e+04,5.449e+04,4.201e+04,1.921e+05
144.3,1.003e+05,4.789e+04,5.423e+04,2.024e+05
145.6,1.062e+05,4.206e+04,5.039e+04,1.986e+05
146.9,1.047e+05,3.903e+04,5.032e+04,1.940e+05
148.1,9.508e+04,3.323e+04,4.706e+04,1.754e+05
149.4,9.292e+04,3.182e+04,4.665e+04,1.714e+05
150.7,1.027e+05,3.396e+04,5.131e+04,1.880e+05
152.0,1.065e+05,2.954e+04,4.853e+04,1.846e+05
153.2,8.293e+04,2.693e+04,4.683e+04,1.567e+05
154.5,8.135e+04,3.086e+04,4.101e+04,1.532e+05
155.8,6.944e+04,2.778e+04,3.431e+04,1.315e+05
157.1,7.185e+04,2.756e+04,3.573e+04,1.351e+05
158.4,8.472e+04,2.913e+04,4.233e+04,1.562e+05
159.6,7.963e+04,3.188e+04,3.854e+04,1.500e+05
160.9,9.200e+04,3.393e+04,3.570e+04,1.616e+05
162.2,7.670e+04,3.205e+04,3.615e+04,1.449e+05
163.5,6.499e+04,3.264e+04,3.971e+04,1.373e+05
164.7,8.261e+04,3.490e+04,3.632e+04,1.538e+05
166.0,8.337e+04,3.439e+04,3.894e+04,1.567e+05
167.3,7.818e+04,3.246e+04,3.605e+04,1.467e+05
168.6,7.075e+04,3.272e+04,3.427e+04,1.377e+05
169.8,7.914e+04,3.510e+04,3.403e+04,1.483e+05
171.1,9.403e+04,4.115e+04,3.651e+04,1.717e+05
172.4,8.527e+04,4.250e+04,3.293e+04,1.607e+05
173.7,8.120e+04,4.150e+04,2.976e+04,1.525e+05
175.0,1.079e+05,4.083e+04,3.172e+04,1.804e+05
176.2,1.005e+05,3.629e+04,3.108e+04,1.679e+05
177.5,8.563e+04,3.993e+04,2.984e+04,1.554e+05
178.8,1.098e+05,3.740e+04,3.158e+04,1.788e+05
180.1,1.105e+05,3.797e+04,3.056e+04,1.790e+05
181.3,9.963e+04,3.738e+04,2.612e+04,1.631e+05
182.6,1.194e+05,3.954e+04,3.207e+04,1.910e+05
183.9,1.144e+05,4.250e+04,3.847e+04,1.953e+05
185.2,1.041e+05,4.650e+04,3.620e+04,1.868e+05
186.4,1.177e+05,5.046e+04,3.329e+04,2.015e+05
187.7,1.153e+05,5.274e+04,3.374e+04,2.018e+05
189.0,1.317e+05,6.227e+04,3.755e+04,2.315e+05
190.3,1.240e+05,6.777e+04,4.118e+04,2.330e+05
191.6,9.195e+04,1.183e+05,4.783e+04,2.581e+05
192.8,1.027e+05,2.262e+05,8.406e+04,4.130e+05
194.1,1.111e+05,2.625e+05,1.052e+05,4.788e+05
195.4,9.819e+04,1.633e+05,8.883e+04,3.503e+05
196.7,8.862e+04,1.539e+05,9.982e+04,3.423e+05
197.9,8.988e+04,1.420e+05,9.404e+04,3.259e+05
199.2,8.233e+04,1.218e+05,9.554e+04,2.996e+05
